Stage Name,Full Name,Date of Birth,Group,Debut,Company,Country,Second Country,Birthplace,Other Group,Former Group
Junwook,Kim Junwook,10/01/2002,TheEastLight,15/11/2018,Stardium,South Korea,,,,
Junyoung,Lee Junyoung,23/09/2000,IZ,31/08/2017,Music K,South Korea,,,,
Juri,Takahashi Juri,3/10/1997,Rocket Punch,7/08/2019,Woollim,Japan,,,,
J-Us,Lee Seungjoon,13/01/1995,ONF,2/08/2017,WM,South Korea,,Seoul,,
Juyeon,Lee Juyeon,6/11/2001,Saturday,18/07/2018,SD,South Korea,,,,
Juyeon,Lee Juyeon,16/01/1998,The Boyz,31/12/2017,Cre.Ker,South Korea,,,,
K.Me,Na Miri,10/04/1992,BADKIZ,24/03/2014,Zoo,South Korea,,Yeosu,,
Kady,Gu Dokyoung,7/04/1995,Gate9,26/01/1999,JYP| SidusHQ,South Korea,,Busan,,
Kaede,Yamada Kaede,20/12/2005,tripleS,13/02/2023,MODHAUS,Japan,,Toyama,,
Kaeun,Lee Kaeun,20/08/1994,After School,15/01/2009,Pledis,South Korea,,Seoul,,
Kahi,Park Jiyoung,25/12/1980,,,,South Korea,,Daegu,,After School
Kai,Kim Jongin,14/01/1994,EXO,8/04/2012,SM,South Korea,,Suncheon,SuperM,
Kain,Bang Junho,25/03/1997,ARGON,11/03/2019,MSH,South Korea,,,,
Kairi,Imai Kairi,24/02/2003,T1419,21/09/2007,CJ E&M,Japan,,,,
Kanghyun,Kang Hyungu,24/11/1998,Onewe,9/01/2019,RBW,South Korea,,,,MAS
Kangin,Kim Youngwoon,17/01/1985,,,,South Korea,,Seoul,,Super Junior
Kangmin,Noh Kangmin,5/09/1999,Romeo,4/11/2015,CT,South Korea,,,,
Kangmin,Kim Kangmin,13/11/2001,TRCNG,10/10/2017,TS,South Korea,,,,
Kangmin,Yoo Kangmin,25/01/2003,Verivery,1/09/2019,Jellyfish,South Korea,,,,
Kangsung,Lee Kangsung,8/08/2002,Ghost9,23/09/2020,Maroo,South Korea,,,,
Karin,Min Karin,5/01/2002,ALICE,1/07/2017,IOK Company,South Korea,,,,
Karin,Baek Yerin,23/04/2000,CRAXY,3/03/2020,SAITEINMENT,South Korea,,,,
Karina,Yoo Jimin,11/04/2000,aespa,17/11/2020,SM,South Korea,,Gyeonggi,,
Kazuha,Nakamura Kazuha,9/08/2003,LE SSERAFIM,2/05/2022,Source,Japan,,Osaka,,
KB,Shin Kyubin,23/04/1994,OnlyOneOf,28/05/2019,RSVP,South Korea,,,,
Keeho,Yoon Kiho,27/09/2001,P1Harmony,28/10/2020,FNC,Canada,,,,
Keena,Song Jakyung,9/07/2002,FIFTY FIFTY,18/11/2022,ATTRAKT,South Korea,,,,
Kei,Kim Jiyeon,20/03/1995,Lovelyz,17/11/2014,Woollim,South Korea,,Incheon,,
Keina,Lee Yoona,12/02/1999,H.U.B,9/02/2017,New Planet,South Korea,,,,
Keita,Terazono Keita,4/07/2001,Ciipher,15/03/2021,Rain,Japan,,,,
Kelly,Lin Kelly,16/01/2002,TRI.BE,17/02/2021,TR - Mellow,Taiwan,,Kaohsiung,,
Ken,Lee Jaehwan,6/04/1992,VIXX,24/05/2012,Jellyfish,South Korea,,Seoul,,
Kenta,Takada Kenta,10/01/1995,JBJ,18/10/2017,Fave,Japan,,Fujioka,,
Keonhee,Lee Keonhee,27/06/1998,Oneus,9/01/2019,RBW,South Korea,,,,
Keonwoo,Kim Keonwoo,17/12/1996,MY.st,26/03/2020,MYStar,South Korea,,,,
Keum,Keum Donghyun,14/05/2003,EPEX,8/06/2021,C9,South Korea,,Okcheon,,
Keumjo,Lee Keumjo,17/12/1992,9Muses,12/08/2010,Star Empire,South Korea,,Daegu,9MUSES A,
Kevin,Park Jinwoo,12/01/2000,OMEGA X,17/10/2016,JT Corea,South Korea,,,,ENOi
Kevin,Baek Seungbin,8/04/2001,T1419,21/09/2007,CJ E&M,South Korea,,,,
Kevin,Moon Hyungseo,23/02/1998,The Boyz,31/12/2017,Cre.Ker,Canada,South Korea,,,
Kevin,Christopher Woo,25/11/1991,U-KISS,28/08/2008,NH Media,USA,South Korea,Los Angeles,,
Kevin,Kevin Jiyeop Kim,23/02/1988,ZE:A,7/01/2010,Star Empire,South Korea,Australia,Sydney,,
Key,Kim Kibum,23/09/1991,SHINee,25/05/2008,SM,South Korea,,Daegu,Toheart,
Khael,Lee Sangmin,18/01/2002,Mirae,17/03/2021,DSP,South Korea,,,,
Kiara,Baek Jinjoo,20/08/1998,,,,South Korea,,,,
Kibum,Kim Kibum,21/08/1987,,,,South Korea,,Seoul,,Super Junior
Kichun,Hwang Kichun,14/03/1992,,,,South Korea,,,,Bigflo
Kid,Kim Junhoe,26/10/1995,VARSITY,5/01/2017,GKC,South Korea,,,,
Kidoh,Jin Hyosang,16/12/1992,,,,South Korea,,Seoul,,Topp Dogg
Kihyun,Yoo Kihyun,22/11/1993,MONSTA X,14/05/2014,Starship,South Korea,,Goyang,,
Kim Lip,Kim Jungeun,10/02/1999,LOONA,20/08/2018,Blockberry,South Korea,,,Loona Odd Eye Circle| ARTMS,
Kim Sanggyun,Kim Sanggyun,23/05/1995,JBJ95,30/10/2018,Hunus,South Korea,,Gwangju,JBJ,Topp Dogg| XENO-T
Kim Yoon,Kim Seongsu,17/02/1994,DUSTIN,6/01/2020,LPA,South Korea,,,,
Kino,Kang Hyungku,27/01/1998,PENTAGON,10/10/2016,Cube,South Korea,,,,
Kio,Udo Musashi,28/11/2004,T1419,21/09/2007,CJ E&M,South Korea,,,,
Kiseop,Lee Kiseop,17/01/1991,U-KISS,28/08/2008,NH Media,South Korea,,Seongnam,,
Kisu,Choi Kisu,2/10/1990,24K,6/09/2012,Choeun,South Korea,,Seoul,,
Kiwon,Lee Kiwon,27/06/1996,GIDONGDAE,3/04/2013,Simtong,South Korea,,,,RAINZ
Kokoro,Kato Kokoro,1/11/2000,,,,Japan,,,,Cherry Bullet
Kongyeol,Go Minsoo,19/05/1996,UP10TION,10/09/2015,TOP Media,South Korea,,Bucheon,,
Kongyoo,Kong Yoojin,11/05/2001,Bonus Baby,1/01/2017,Maroo,South Korea,,,,
Kookheon,Kim Kookheon,15/04/1997,B.O.Y,20/01/2020,Music Works,South Korea,,,,MYTEEN
Kotone,Kamimoto Kotone,10/03/2004,tripleS,13/02/2023,MODHAUS,Japan,,Tokyo,,
Kriesha Chu,Kriesha Ziskind Teo Tiu,20/12/1998,,,,Philippines,,Cebu,,
Kris,Wu Yifan,6/11/1990,,,,Canada,China,Guangzhou,,EXO
Krystal,Krystal Jung,24/10/1994,f(x),5/09/2009,SM,South Korea,,San Francisco,,
Kuhn,Noh Sooil,11/11/1995,UP10TION,10/09/2015,TOP Media,South Korea,,Ansan,,
Kun,Qian Kun,1/01/1996,NCT,9/04/2016,SM,China,,,,
Kwanghee,Hwang Kwanghee,25/08/1988,ZE:A,7/01/2010,Star Empire,South Korea,,Paju,,
Kwangjin,Kwon Kwangjin,12/08/1992,N.Flying,20/05/2015,FNC,South Korea,,Seoul,,CNBLUE
Kwangmin,Jo Kwangmin,24/04/1995,Boyfriend,26/05/2011,Starship,South Korea,,Anyang,,
Kyeongheon,Yoon Kyeongheon,6/01/1998,We In The Zone,27/05/2019,Choon,South Korea,,Suncheon,,
Kyla,Kyla Massie,26/12/2001,Pristin,21/03/2017,Pledis,USA,South Korea,California,,
Kyle,Ma Jaekyung,15/01/1997,Romeo,4/11/2015,CT,South Korea,,,,
Kyrin,Park Geumju,23/02/2000,Girls' World,20/06/2002,Liz,South Korea,,Daejeon,,
Kyuhwan,Lee Kyuhwan,18/09/1994,SIGNAL,28/08/2019,J-Star,South Korea,,,,E7
Kyuhyuk,Shim Kyuhyuk,11/01/1995,Hot Blood Youth,17/05/2017,FNC,South Korea,,,,
Kyuhyun,Cho Kyuhyun,3/02/1988,Super Junior,6/11/2005,SM,South Korea,,Seoul,Super Junior-M,
Kyujin,Jang Kyujin,26/05/2006,NMIXX,22/02/2022,JYP,South Korea,,,,
Kyulkyung,Zhou Jieqiong,16/12/1998,Pristin,21/03/2017,Pledis,China,,Taizhou,I.O.I| Pristin V,
Kyungho,Jang Kyungho,7/05/2001,TOO,1/04/2020,n.CH,South Korea,,,,
Kyungil,Song Kyungil,28/11/1987,HISTORY,26/04/2013,LOEN,South Korea,,,,
Kyungjun,Woo Kyungjun,30/08/2002,TNX,17/05/2022,P NATION,South Korea,,Seoul,,
Kyungmin,Jo Kyungmin,28/10/2004,8TURN,30/01/2023,MNH,South Korea,,Gyeonggi,,
Kyungmun,Lim Kyungmun,29/06/2003,YOUNITE,20/04/2022,Brand New,South Korea,,,,
Kyungri,Park Kyungri,5/07/1990,9Muses,12/08/2010,Star Empire,South Korea,,Busan,9MUSES A,
Kyungyoon,Lee Kyungyoon,21/02/2000,Dongkiz,24/04/2019,Dongyo,South Korea,,,,
L,Kim Myungsoo,13/03/1992,Infinite,9/06/2010,Woollim,South Korea,,Seoul,Infinite F,
L.Joe,Lee Byunghun,23/11/1993,,,,South Korea,,Gunsan,,Teen Top
Lai Kuanlin,Lai Kuanlin,23/09/2001,Wanna One,7/08/2017,YMC,Taiwan,,New Taipei,,
Laon,Shin Kyuhyun,19/12/1995,ENOi,19/04/2019,KITHEWHALE,South Korea,,,,
Lara,Moon Shinae,9/08/2000,Dreamnote,7/11/2018,iME,South Korea,,,,
Laun,Kim Minseok,12/08/1999,,,,South Korea,,Seongsan,,ONF
Lay,Zhang Yixing,7/10/1991,EXO,8/04/2012,SM,China,,Changsa,,
Layeon,Lee Jimin,13/08/1998,Purplebeck,24/06/2019,Majesty,South Korea,,,,
LE,Ahn Hyejin,10/12/1991,EXID,16/02/2012,Yedang,South Korea,,Cheonan,,
Lea,Ogawa Mizuki,12/08/1995,SECRET NUMBER,19/05/2020,Vine,Japan,,Tokyo,,Skarf
Lee Haein,Lee Haein,4/07/1992,I.B.I,29/10/2014,Star Crew,South Korea,,Changwon,,
Lee Hoo,Moon Junyoung,9/02/1989,ZE:A,7/01/2010,Star Empire,South Korea,,Seoul,,
Lee Hyeop,Lee Hyeop,13/08/1999,DRIPPIN,26/10/2020,Woollim,South Korea,,,,
Lee Jin,Shim Yerin,12/03/2001,Hi-L,11/08/2021,Kpop Live,South Korea,,,,
Lee Joon,Lee Changseon,7/02/1988,,,,South Korea,,Seoul,,MBLAQ
Lee Know,Lee Minho,25/10/1998,Stray Kids,25/03/2018,JYP,South Korea,,Gimpo,,
Lee Soo,Jin Isoo,27/06/2001,PRECIOUS,23/09/2020,Umi,South Korea,,Incheon,,
Lee Suhyun,Lee Suhyun,5/11/1996,I.B.I,29/10/2014,Star Crew,South Korea,,Ansan,,
Leedo,Kim Geonhak,26/07/1997,Oneus,9/01/2019,RBW,South Korea,,,,
Leeseo,Lee Hyunseo,21/02/2007,IVE,1/12/2021,Starship,South Korea,,,,
Leeteuk,Park Jeongsu,1/07/1983,Super Junior,6/11/2005,SM,South Korea,,Seoul,,
Leia,Larissa Kartes,14/05/2001,Blackswan,16/10/2020,DR,Brazil,Japan,Curitiba,,
Lena,Kang Rena,17/04/2002,GWSN,5/09/2018,Kiwi Pop,South Korea,,,,
Leo,Hayase Leo,8/10/2002,T1419,21/09/2007,CJ E&M,Japan,,,,
Leo,Jung Taekwon,10/11/1990,VIXX,24/05/2012,Jellyfish,South Korea,,Seoul,VIXX LR,
Leon,Kim Donghyun,25/07/2000,TRENDZ,5/01/2022,Interpark,South Korea,,,,
Lew,Lee Euiwoong,5/04/2001,TEMPEST,2/03/2022,Yuehua,South Korea,,,HyeongseopXEuiwoong,
Lex,Jeon Hyungmin,12/01/1993,Bigflo,19/07/2014,HO,South Korea,,,,
Lia,Choi Jisu,21/07/2000,ITZY,12/02/2019,JYP,South Korea,,Incheon,,
Lien,Shimada Sho,11/03/1998,Mirae,17/03/2021,DSP,Japan,,Osaka,,
Lily,Lily Jin Morrow,17/10/2002,NMIXX,22/02/2022,JYP,Australia,South Korea,Marysville,,
Lim Jimin,Lim Jimin,22/05/2001,JUST B,30/06/2021,Bluedot,South Korea,,,,
Lime,Kim Hyerim,19/01/1993,Hello Venus,9/05/2012,Fantagio,South Korea,,,,
Lin Lin,Huang Ziting,5/07/2003,,,,Taiwan,,,,Cherry Bullet
Lina,Oh Sejin,27/07/1997,ANS,16/09/2019,ANS,South Korea,,,,
Lina,Oh Hyesoo,23/05/1997,RedSquare,19/05/2020,About,South Korea,,,,
Linzy,Im Minji,22/10/1989,Fiestar,31/08/2012,LOEN,South Korea,,Incheon,,
Lisa,Pranpriya Manoban,27/03/1997,BLACKPINK,8/08/2016,YG,Thailand,,Bangkok,,
Liv,Kim Chaeyoung,5/07/1997,IRRIS,6/07/2022,Mellow,South Korea,,Gunsan,,Good Day| RedSquare
Liyah,Moon Liya,11/05/2000,MIXX,2/05/2016,Chiko,South Korea,,,,
Liz,Kim Jiwon,21/11/2004,IVE,1/12/2021,Starship,South Korea,,,,
Lizzy,Park Sooyoung,31/07/1992,After School,15/01/2009,Pledis,South Korea,,Busan,Orange Caramel,
Loha,Kang Yejin,27/12/2001,Nature,3/08/2018,n.CH,South Korea,,,,
Lola,Choi Yoojung,22/02/2001,Pixy,24/02/2021,ALLART,South Korea,,,,
Longguo,Jin Longguo,2/03/1996,JBJ,18/10/2017,Fave,China,,Heilong,,
Lou,Kim Hosung,21/12/1996,VAV,31/10/2015,A team,South Korea,,,,
Loudi,Won Jihoon,13/04/1996,14U,17/04/2017,BG,Indonesia,South Korea| China,,,
Louis,Kim Taewoo,23/04/1999,BLANK2Y,24/05/2022,Keystone,South Korea,,,,1the9
Louis,Yang Dongsik,8/04/2001,Kingdom,18/02/2021,GF,South Korea,,,,
Love,Park Jisung,17/01/1994,,,,South Korea,,,,OnlyOneOf
Lu,Im Hayoung,3/12/1997,NATURE,3/08/2018,n.CH,South Korea,,,,
LuA,Jo Hankyeung,14/09/1991,BADKIZ,24/03/2014,Zoo,South Korea,,Busan,,
Lua,Kim Sookyung,6/10/2000,Weki Meki,8/08/2017,Fantagio,South Korea,,,,
Lucas,Wong Junghei,25/01/1999,NCT,9/04/2016,SM,Hong Kong,,,SuperM,
Lucy,Noh Hyojung,31/08/2002,Weki Meki,8/08/2017,Fantagio,South Korea,,Goyang,,
Lucy,Kim Daeun,9/04/2004,woo!ah!,15/05/2020,NV,South Korea,,,,
Luda,Lee Luda,6/03/1997,WJSN,25/02/2016,Starship,South Korea,,Seoul,WJSN Chocome| WJMK,
Luha,Lee Gyeonghun,15/02/1993,14U,17/04/2017,BG,South Korea,,,,
Luhan,Lu Han,20/04/1990,,,,China,,Haidian,,EXO
Luna,Park Sunyoung,12/08/1993,f(x),5/09/2009,SM,South Korea,,Seoul,,
Lune,Jung Sungmin,27/02/2000,DKB,3/02/2020,Brave,South Korea,,,,
Lutan,Choi Gyeongseok,6/12/2003,BLITZERS,12/05/2021,Wuzo,South Korea,,,,
Manny,Syo Dongchun,17/11/2001,VARSITY,5/01/2017,GKC,China,,,,
Marco,Lee Hyunggeun,11/05/1994,Hot Blood Youth,17/05/2017,FNC,South Korea,,,,
Marin,Yasufuku Marin,17/03/2001,Bling Bling,17/11/2020,Major9,Japan,,Osaka,,
Mark,Mark Yien Tuan,4/09/1993,GOT7,16/01/2014,JYP,USA,Taiwan,Los Angeles,,
Mark,Mark Lee,2/08/1999,NCT,9/04/2016,SM,Canada,,Vancouver,NCT U| NCT 127| NCT Dream| SuperM,
Mashiho,Takata Mashiho,25/03/2001,Treasure,7/08/2020,YG,Japan,,,,
Mashiro,Sakamoto Mashiro,16/12/1999,Kep1er,1/03/2022,WakeOne,Japan,,,,
Max Changmin,Shim Changmin,18/02/1988,TVXQ,6/09/1995,MBK| Turbo Co.,South Korea,,Seoul,,
May,Jeong Chaeyoung,27/07/2001,,,,South Korea,,,,NeonPunch
May,Hirokawa Mao,16/11/2004,Cherry Bullet,21/01/2019,FNC,Japan,,,,
Mayna,Shaoxi Mengna,12/05/2000,HOT ISSUE,17/05/2017,FNC,China,Romania,,,
Medic Jin,Bae Yujin,25/08/1996,Girlkind,16/01/2018,Nextlevel,South Korea,,,,
Meiqi,Meng Meiqi,15/10/1998,,,,China,,Luoyang,,WJSN
Mia,Han Eunji,13/01/2000,Everglow,18/03/2019,Yuehua,South Korea,,,,
Mia,Son Hyunmi,31/12/1997,MIXX,2/05/2016,Chiko,South Korea,,,,
Mihee,Lee Mihee,24/08/2000,BOTOPASS,26/08/2020,WKS ENE,South Korea,,,,
Mijoo,Lee Mijoo,23/09/1994,Lovelyz,17/11/2014,Woollim,South Korea,,Okcheon,,
Mikey,Morisaki Daisuke,5/05/2001,BLANK2Y,24/05/2022,Keystone,Japan,,Hyogo,,
Miko,Matsuda Miko,28/10/1995,Honey Popcorn,21/03/2018,Kyun Create,Japan,,,,
Miku,Katae Miku,9/10/2002,Pink Fantasy,28/10/2018,My Doll,Japan,,,,
Mill,Lee Yongsoo,30/03/1999,OnlyOneOf,28/05/2019,RSVP,South Korea,,,,
Milo,Kim Minhak,20/08/1996,Romeo,4/11/2015,CT,South Korea,,,,
Mimi,Jung Mimi,1/01/1993,Gugudan,28/06/2016,Jellyfish,South Korea,,,,
Mimi,Kim Mihyun,1/05/1995,Oh My Girl,21/04/2015,WM,South Korea,,Jeju,,
Min,Lee Minyoung,21/06/1991,miss A,1/07/2010,JYP,South Korea,,Seoul,,
Min,Lee Mincheon,16/10/1997,We In The Zone,27/05/2019,Choon,South Korea,,Seoul,,
Mina,Kwon Mina,21/09/1993,,,,South Korea,,Busan,,AOA| AOA BLACK
Mina,Kang Mina,4/12/1999,Gugudan,28/06/2016,Jellyfish,South Korea,,Icheon,Gugudan Oguogu,I.O.I
Mina,Myoui Mina,24/03/1997,Twice,20/10/2015,JYP,Japan,,San Antonio,MISAMO,
Minah,Bang Minah,13/05/1993,Girl's Day,9/07/2010,DreamT,South Korea,,Incheon,,
Minchan,Hong Minchan,16/09/1998,Verivery,1/09/2019,Jellyfish,South Korea,,,,
Mingi,Son Mingi,9/08/1999,ATEEZ,24/10/2018,KQ,South Korea,,,,
Mingyu,Kim Mingyu,6/04/1997,Seventeen,26/05/2015,Pledis,South Korea,,Anyang,,
Minha,Park Minha,27/06/1991,,,,South Korea,,Seoul,,9Muses
Minhee,Kang Minhee,17/09/2002,CRAVITY,14/04/2020,Starship,South Korea,,,,X1
Minhee,Joo Minhee,3/01/1993,Stellar,28/08/2011,Pascal,South Korea,,Seoul,,
Minho,Yang Minho,14/10/2002,8TURN,30/01/2023,MNH,South Korea,,,,
Minho,Lee Minho,4/09/1995,MY.st,26/03/2020,MYStar,South Korea,,,,
Minho,Choi Minho,9/12/1991,SHINee,25/05/2008,SM,South Korea,,Incheon,,
Minhwan,Choi Minhwan,11/11/1992,FTISLAND,7/06/2007,FNC,South Korea,,Seoul,,
Minhyuk,Lee Minhyuk,29/11/1990,BtoB,21/03/2012,Cube,South Korea,,Seoul,,
Minhyuk,Kang Minhyuk,28/06/1991,CNBLUE,14/01/2010,FNC,South Korea,,Ilsan,,
Minhyuk,Kim Minhyuk,6/11/1999,D-CRUNCH,6/08/2018,All-S,South Korea,,,,
Minhyuk,Lee Minhyuk,3/11/1993,MONSTA X,14/05/2014,Starship,South Korea,,,,
Minhyun,Hwang Minhyun,9/08/1995,NU'EST,15/03/2012,Pledis,South Korea,,Busan,NU'EST,Wanna One
Mini,,12/06/2000,Purplebeck,24/06/2019,Majesty,South Korea,,,,
Minjae,Song Minjae,23/08/2003,MCND,27/02/2020,TOP Media,South Korea,,,,
Minjae,Seong Minjae,18/12/1994,Sonamoo,29/12/2014,TS,South Korea,,Busan,,
Minjae,Jo Minjae,8/08/1994,Spectrum,9/05/2018,WYNN,South Korea,,,,
Minjae,Shin Minjae,13/08/1991,Tahiti,23/06/2012,J-line,South Korea,,Busan,,
Minjae,Kim Minjae,10/04/2003,xikers,30/03/2023,KQ,South Korea,,Seoul,,
Minji,Kim Minji,16/01/2001,Busters,27/11/2017,JTG,South Korea,,,,
Minji,Kim Minji,7/05/2004,NewJeans,22/07/2022,ADOR,South Korea,,Yeongwol,,
Minjoo,Kim Minjoo,5/02/2001,IZ*ONE,29/10/2018,Off The Record,South Korea,,Seoul,,
Minju,Kang Minjoo,11/03/2001,GWSN,5/09/2018,Kiwi Pop,South Korea,,,,
Minjun,Kim Minjun,26/02/1999,NINE.i,30/03/2022,FirstOne,South Korea,,,,
Minjung,Cha Minjung,15/07/2004,,,,South Korea,,,,Busters
Minkyung,Kang Minkyung,3/08/1990,Davichi,4/02/2008,CJ E&M,South Korea,,Goyang,,
Minnie,Nicha Yontararak,23/10/1997,(G)I-DLE,2/05/2018,Cube,Thailand,,,,
Mino,Song Minho,30/03/1993,WINNER,12/08/2014,YG,South Korea,,Yongin,,
Minpyo,Gook Minpyo,15/11/1994,B.I.G,9/07/2014,GH,South Korea,,Gwangju,,
Minseo,Kim Minseo,13/05/2002,DRIPPIN,26/10/2020,Woollim,South Korea,,,,
Minseo,Park Minseo,21/03/2003,Saturday,18/07/2018,SD,South Korea,,,,
Minseo,Kim Minseo,12/08/2004,woo!ah!,15/05/2020,NV,South Korea,,,,
Minsu,Park Minsu,15/04/1993,Boys Republic,3/06/2013,Happy Tribe| Universal,South Korea,,Gwangju,,
Minsu,Kim Minsu,20/03/2000,TOO,1/04/2020,n.CH,South Korea,,,,
Minsung,Kim Minhwi,24/12/1996,Romeo,4/11/2015,CT,South Korea,,,,
Mint,Kunpat Phonpawiworakun,23/06/1994,Tiny-G,23/08/2012,GNG,Thailand,,,,
Minwoo,No Minwoo,31/07/1995,Boyfriend,26/05/2011,Starship,South Korea,,Anyang,,
Minwoo,Lee Minwoo,28/07/1979,Shinhwa,24/03/1998,SM| Good| Shinhwa,South Korea,,Namwon,,
Minwoo,Ha Minwoo,6/09/1990,ZE:A,7/01/2010,Star Empire,South Korea,,Yangsan,,
Minwoo†,Seo Minwoo,8/02/1985,100%,18/09/2012,TOP Media,South Korea,,Daegu,,
Minyoung,Kim Minyeong,12/09/1990,Brave Girls,8/04/2011,Brave,South Korea,,Seongnam,,
Minzy,Kong Minji,18/01/1994,2NE1,6/05/2009,YG,South Korea,,,,
Mir,Lee Yoonsang,6/03/2000,Astin,16/11/2022,AB Creative,South Korea,,,,
Mir,Bang Cheolyong,10/03/1991,MBLAQ,14/10/2009,J. Tune,South Korea,,Bukhamyeon,,
Mire,Su Mire,26/03/2006,TRI.BE,17/02/2021,TR - Mellow,Japan,,,,
Miryo,Jo Mihye,2/11/1981,Brown Eyed Girls,2/03/2006,Mystic,South Korea,,,,
Miso,Jeon Jimin,25/10/2000,Dreamnote,7/11/2018,iME,South Korea,,,,
Miso,Park Jihyun,16/09/1996,P.O.P,26/07/2017,DWM,South Korea,,Busan,,
Miso,Park Miso,4/04/1991,Tahiti,23/06/2012,J-line,South Korea,,Gwangju,,
MiU,Ito Miyu,9/01/2003,LIMELIGHT,17/02/2023,143,Japan,,Tokyo,,
Miya,Miyauchi Haruka,26/05/1993,GWSN,5/09/2018,Kiwi Pop,Japan,,,,
Miyeon,Jo Miyeon,31/01/1997,(G)I-DLE,2/05/2018,Cube,South Korea,,,,
MJ,Kim Myungjun,5/03/1994,ASTRO,23/02/2016,Fantagio,South Korea,,Nowon,,
MK,Park Minkyun,16/11/1995,ONF,2/08/2017,WM,South Korea,,Ilsan,,
Moko,Sakura Moko,19/03/1991,Honey Popcorn,21/03/2018,Kyun Create,Japan,,,,
Momo,Hirai Momo,9/11/1996,Twice,20/10/2015,JYP,Japan,,Kyoto,MISAMO,
Momoka,Matsuda Momoka,26/12/2000,Pink Fantasy,28/10/2018,My Doll,Japan,,,,
Monday,Kim Jimin,10/05/2002,Weeekly,30/07/2020,Play M,South Korea,,,,
Monika,Kang Yeh,21/05/1991,BADKIZ,24/03/2014,Zoo,South Korea,,Seoul,,
Moon Bin,Moon Bin,26/01/1998,ASTRO,23/02/2016,Fantagio,South Korea,,Cheongju,,
Moon Sua,Moon Sua,9/09/1999,Billlie,10/11/2021,MYSTIC,South Korea,,Cheongju,,
Moonbyul,Moon Byulyi,22/12/1992,Mamamoo,18/06/2014,RBW,South Korea,,Bucheon,,
Moonhee,Choi Moonhee,15/04/1997,Bonus Baby,1/01/2017,Maroo,South Korea,,,,MyB
Moonvok,Jang Moonvok,11/04/1995,Limitless,9/07/2019,ONO,South Korea,,,,
Mu,Suh Kyungmin,14/09/2003,EPEX,8/06/2021,C9,South Korea,,,,
Mujin,Ko Sungho,20/11/2000,Kingdom,18/02/2021,GF,South Korea,,,,
Munik,Jang Moonik,20/03/2001,Dongkiz,24/04/2019,Dongyo,South Korea,,,,
Muzin,Kim Hyunwoo,29/03/2001,BAE173,19/11/2020,PocketDol,South Korea,,,,
Myungho,Ji Myungho,12/10/2001,8TURN,30/01/2023,MNH,South Korea,,,,
Myungji,Kim Myungji,9/10/1997,Tiny-G,23/08/2012,GNG,South Korea,,,,
N,Cha Hakyeon,30/06/1990,VIXX,24/05/2012,Jellyfish,South Korea,,Changwon,Big Byung,
Nada,Yoon Yejin,24/05/1991,,,,South Korea,,,,Wassup
Naeun,Son Naeun,10/02/1994,,,,South Korea,,Seoul,,Apink
Naeun,Lee Naeun,5/05/1999,APRIL,24/08/2015,DSP,South Korea,,Daejeon,,
Nahyun,Kang Nahyun,25/01/2002,HOT ISSUE,17/05/2017,FNC,South Korea,,,,
Nahyun,Kim Nahyun,9/12/1995,Sonamoo,29/12/2014,TS,South Korea,,Seoul,,
Nako,Yabuki Nako,18/06/2001,IZ*ONE,29/10/2018,Off The Record,Japan,,Tokyo,,
Nakta,Shin Yooncheol,24/04/1993,,,,South Korea,,Daegu,,Topp Dogg
Nakyung,Lee Nakyung,1/06/2000,fromis_9,24/01/2018,Off The Record,South Korea,,Mungyeong,,
Nakyung,Kim Nakyung,13/10/2002,tripleS,13/02/2023,MODHAUS,South Korea,,Ulsan,,
Namjoo,Kim Namjoo,15/04/1995,Apink,19/04/2011,Plan A,South Korea,,Seoul,,
Nana,Im Jinah,14/09/1991,After School,15/01/2009,Pledis,South Korea,,Cheongju,Orange Caramel,
Nana,Kwon Nayeon,9/03/2001,woo!ah!,15/05/2020,NV,South Korea,,,,
Nancy,Nancy Mcdonie,13/04/2000,MOMOLAND,9/11/2016,Double Kick,South Korea,USA,Daegu,,
Nara,Kwon Nara,13/03/1991,Hello Venus,9/05/2012,Fantagio,South Korea,,Seongnam,,
Narachan,Jung Hyunwoo,23/09/1996,MONT,14/05/2014,Starship,South Korea,,,,
Narae,Park Narae,23/02/1988,SPICA,7/02/2012,CJ E&M,South Korea,,Incheon,SPICA-S,SPICA
Nari,Kim Nari,5/10/1992,Wassup,7/08/2013,Mafia,South Korea,,,,
Narin,Lee Narin,29/10/2001,Bling Bling,17/11/2020,Major9,South Korea,,,,
Narin,Lee Eunseo,6/06/2000,Queenz Eye,24/10/2022,Big Mountain,South Korea,,,,
Narsha,Park Hyojin,28/12/1981,Brown Eyed Girls,2/03/2006,Mystic,South Korea,,,,
Nason,Kim Duyeop,12/06/1995,CHECKMATE,19/06/2012,Yedang,South Korea,,,,
Nayeon,Im Nayeon,22/09/1995,Twice,20/10/2015,JYP,South Korea,,Seoul,,
Nayoung,Kim Nayoung,23/11/1995,Gugudan,28/06/2016,Jellyfish,South Korea,,,,
Nayoung,Kim Nayoung,30/11/2002,LIGHTSUM,10/06/2021,Cube,South Korea,,Chuncheon,,
Nayoung,Im Nayoung,18/12/1995,Pristin,21/03/2017,Pledis,South Korea,,Chungcheongham,I.O.I| Pristin V,
Nayu,Kim Yewon,23/07/2002,ILY:1,4/04/2022,FC ENM,South Korea,,,,
